603819,N神力
300569,N天能
601882,海天精工
600545,新疆城建
002389,南洋科技
603633,徕木股份
600621,华鑫股份
002823,凯中精密
600191,华资实业
603900,通灵珠宝
600599,熊猫金控
300563,神宇股份
603727,博迈科
603060,国检集团
300565,科信技术
002251,步 步 高
300505,川金诺
300561,汇金科技
002821,凯莱英
603203,快克股份
002820,桂发祥
300562,乐心医疗
300557,理工光科
603696,安记食品
300560,中富通
300491,通合科技
300400,劲拓股份
300304,云意电气
603858,步长制药
300558,贝达药业
300566,激智科技
300567,精测电子
300532,今天国际
300447,全信股份
603977,国泰集团
601116,三江购物
600608,上海科技
603336,宏辉果蔬
603987,康德莱
002611,东方精工
300556,丝路视觉
002819,东方中科
600379,宝光股份
002110,三钢闽光
300543,朗科智能
000679,大连友谊
000066,长城电脑
603716,塞力斯
603128,华贸物流
002685,华东重机
300547,川环科技
601968,宝钢包装
600718,东软集团
300340,科恒股份
600536,中国软件
601186,中国铁建
002692,远程电缆
002662,京威股份
603066,音飞储存
300502,新易盛
300216,千山药机
002675,东诚药业
600376,首开股份
600692,亚通股份
000639,西王食品
600782,新钢股份
300295,三六五网
600463,空港股份
000623,吉林敖东
000150,宜华健康
600201,生物股份
600300,维维股份
002291,星期六
000788,北大医药
300517,海波重科
300538,同益股份
300503,昊志机电
000712,锦龙股份
600569,安阳钢铁
300438,鹏辉能源
000717,*ST韶钢
600705,中航资本
600114,东睦股份
000403,ST生化
300170,汉得信息
000950,*ST建峰
600182,S佳通
002746,仙坛股份
600581,*ST八钢
000975,银泰资源
600724,宁波富达
002358,森源电气
000951,中国重汽
300087,荃银高科
600295,鄂尔多斯
300168,万达信息
600745,中茵股份
000627,天茂集团
300051,三五互联
300493,润欣科技
600896,中海海盛
603778,乾景园林
300278,华昌达
300044,赛为智能
300546,雄帝科技
000501,鄂武商Ａ
600325,华发股份
000869,张 裕Ａ
002622,融钰集团
600100,同方股份
002093,国脉科技
601003,柳钢股份
600153,建发股份
002033,丽江旅游
600683,京投发展
000488,晨鸣纸业
000498,山东路桥
600845,宝信软件
600243,青海华鼎
600507,方大特钢
300315,掌趣科技
600993,马应龙
002313,日海通讯
300183,东软载波
000898,鞍钢股份
600380,健康元
300230,永利股份
601886,江河集团
002013,中航机电
300534,陇神戎发
000096,广聚能源
600757,长江传媒
600783,鲁信创投
300458,全志科技
601002,晋亿实业
002220,天宝股份
001979,招商蛇口
000881,大连国际
000937,冀中能源
002350,北京科锐
603738,泰晶科技
300332,天壕环境
601699,潞安环能
002412,汉森制药
300417,南华仪器
600230,*ST沧大
002176,江特电机
601668,中国建筑
600983,惠而浦
600084,中葡股份
000032,深桑达Ａ
000564,西安民生
600756,浪潮软件
600231,凌钢股份
300035,中科电气
002747,埃斯顿
300107,建新股份
300507,苏奥传感
300085,银之杰
300467,迅游科技
600963,岳阳林纸
600592,龙溪股份
000407,胜利股份
300220,金运激光
002262,恩华药业
002022,科华生物
300288,朗玛信息
600005,武钢股份
002408,齐翔腾达
002168,深圳惠程
600791,京能置业
300275,梅安森
000651,格力电器
002392,北京利尔
601169,北京银行
600847,万里股份
600638,新黄浦
002174,游族网络
000059,华锦股份
300337,银邦股份
601939,建设银行
002728,特一药业
603636,南威软件
002495,佳隆股份
300559,佳发安泰
002271,东方雨虹
002619,巨龙管业
600588,用友网络
300501,海顺新材
300115,长盈精密
000833,贵糖股份
603258,电魂网络
601618,中国中冶
002806,华锋股份
600528,中铁二局
000529,广弘控股
000732,泰禾集团
600748,上实发展
002295,精艺股份
603703,盛洋科技
300548,博创科技
603026,石大胜华
002314,南山控股
600737,中粮屯河
002801,微光股份
600582,天地科技
300012,华测检测
300192,科斯伍德
601600,中国铝业
603726,朗迪集团
600370,三房巷
002708,光洋股份
300074,华平股份
000601,韶能股份
300530,达志科技
300432,富临精工
002364,中恒电气
300245,天玑科技
603828,柯利达
002077,大港股份
300522,世名科技
600132,重庆啤酒
600681,百川能源
300116,坚瑞沃能
300021,大禹节水
600823,世茂股份
600008,首创股份
000048,康达尔
600816,安信信托
300535,达威股份
600184,光电股份
300239,东宝生物
002345,潮宏基
002592,八菱科技
300250,初灵信息
300415,伊之密
300089,文化长城
600307,酒钢宏兴
000089,深圳机场
603588,高能环境
601009,南京银行
002731,萃华珠宝
300062,中能电气
002488,金固股份
600022,山东钢铁
002812,创新股份
600098,广州发展
002545,东方铁塔
002331,皖通科技
002753,永东股份
600753,东方银星
600487,亨通光电
002028,思源电气
600801,华新水泥
600015,华夏银行
603328,依顿电子
300253,卫宁健康
600420,现代制药
300553,集智股份
300339,润和软件
603616,韩建河山
300056,三维丝
300058,蓝色光标
603021,山东华鹏
002065,东华软件
600821,津劝业
000876,新 希 望
600318,新力金融
002202,金风科技
300320,海达股份
601801,皖新传媒
600053,九鼎投资
002320,海峡股份
300016,北陆药业
002699,美盛文化
600439,瑞贝卡
300236,上海新阳
000797,中国武夷
300386,飞天诚信
300451,创业软件
300007,汉威电子
600247,ST成城
600271,航天信息
000019,深深宝Ａ
603008,喜临门
002791,坚朗五金
600495,晋西车轴
002641,永高股份
300083,劲胜精密
002531,天顺风能
600755,厦门国贸
603669,灵康药业
300542,新晨科技
002381,双箭股份
300248,新开普
000023,深天地Ａ
002735,王子新材
600835,上海机电
600870,厦华电子
600240,华业资本
002372,伟星新材
300284,苏交科
300009,安科生物
002660,茂硕电源
002142,宁波银行
600060,海信电器
600266,北京城建
300149,量子高科
002803,吉宏股份
300497,富祥股份
000035,中国天楹
300034,钢研高纳
002274,华昌化工
002030,达安基因
300333,兆日科技
600138,中青旅
600410,华胜天成
300104,乐视网
300045,华力创通
000783,长江证券
601633,长城汽车
300079,数码视讯
300109,新开源
002563,森马服饰
600258,首旅酒店
000725,京东方Ａ
603031,安德利
600161,天坛生物
000759,中百集团
300231,银信科技
300328,宜安科技
601678,滨化股份
000063,中兴通讯
300065,海兰信
300422,博世科
300202,聚龙股份
603011,合锻智能
300197,铁汉生态
000755,山西三维
002527,新时达
300132,青松股份
603843,正平股份
300541,先进数通
300198,纳川股份
002217,合力泰
300380,安硕信息
300456,耐威科技
002684,猛狮科技
600019,宝钢股份
300020,银江股份
603090,宏盛股份
002175,东方网络
000848,承德露露
002038,双鹭药业
600776,东方通信
000757,浩物股份
002211,宏达新材
000761,本钢板材
300545,联得装备
600315,上海家化
300287,飞利信
300229,拓尔思
002429,兆驰股份
300090,盛运环保
600291,西水股份
300113,顺网科技
600999,招商证券
300122,智飞生物
002219,恒康医疗
600695,绿庭投资
002137,麦达数字
002403,爱仕达
300338,开元仪器
000926,福星股份
300148,天舟文化
603996,中新科技
002711,欧浦智网
300075,数字政通
601390,中国中铁
002758,华通医药
002397,梦洁股份
300274,阳光电源
000695,滨海能源
000615,京汉股份
002400,省广股份
002816,和科达
002613,北玻股份
300036,超图软件
600125,铁龙物流
603866,桃李面包
300260,新莱应材
600527,江南高纤
600712,南宁百货
600050,中国联通
600155,宝硕股份
601900,南方传媒
300549,优德精密
600385,山东金泰
000930,中粮生化
002690,美亚光电
002783,凯龙股份
000890,法 尔 胜
